id,culture,owner,gate_posX,gate_posY,gate_rotation,name,mappedName,posX,posY,text,type
town_V3,Culture.vlandia,Faction.clan_vlandia_2,136.1743,478.3232,,{=Settlements.Settlement.name.town_V3}Pravend,Amber,139.205,475.542,"{=Nx0qK2g6}Paravenos was the second major colony founded by Calradios the Great, and it soon succeeded Charasea as the capital of the Calradians. Eventually, the empire's center of gravity moved east, but Paravenos retained its primacy as the economic center of the West. When Osric Iron-Arm the Vlandian invaded, he recognized Paravenos would be far more valuable as a seat of power than as simply as a source of loot,  and negotiated its surrender with local senators. It passed to a cadet branch of Osric's line, the dey Tihr clan, and is today known as Pravend.",
town_V5,Culture.vlandia,Faction.clan_vlandia_1,111.4947,409.1742,,{=Settlements.Settlement.name.town_V5}Galend,Gwalior,107.5,411.689,"{=79R6gi4l}Galend overlooks the wave-beaten Biscan coast. It takes in the catch from the Biscan's intrepid fishermen who venture out far into the western ocean, as well as the wool of sheep from the green fog-covered hills. The current line of Vlandian kings comes from the clans who settled in this region during Osric Iron-Arm's invasion.",
town_V6,Culture.vlandia,Faction.clan_vlandia_3,154.0926,392.1964,,{=Settlements.Settlement.name.town_V6}Jaculan,Jaisalmer,149.91,392.826,"{=R6YJsK89}Jaculan sits in the warmer southern reaches of the Biscan coast, in rolling hills known for their olive trees. It was once a favored resort of the imperial aristocracy, who hunted wild boars amid the oak forests. The independent peasantry of this region are known for their heterodox ideas. The Brotherhood of the Woods is but the latest of a series of rebellions to have broken out here, sometimes aided by an aristocracy that considers them a tool to use against rival Vlandian houses.",
town_V7,Culture.vlandia,Faction.clan_vlandia_4,176.499,340.1257,,{=Settlements.Settlement.name.town_V7}Charas,Bundi,174.271,336.303,"{=0cZmKO76}The city known today as Charas is traditionally reckoned to be the first Calradian colony on the shores of their new continent. At the Empire's height, when the capital moved north to Paravenos,  Charasea remained a key hub of sea-faring and trade, while imperial aristocrats built their summer homes on the warm shores of the nearby gulf and cruised their pleasure-boats around its islands. When the Vlandians came, Charas fell into the hands of the ruthless House of dey Cortain, and its wealth funds their ambitions.",
town_V8,Culture.vlandia,Faction.clan_vlandia_8,137.2299,542.0079,,{=Settlements.Settlement.name.town_V8}Ostican,Bikaner,135.09,547.52,"{=Eb7Lgq10}Ostican was a minor imperial port that became a haven for seafarers of the northern oceans. Many were talented corsairs, employed by imperial factions to harry their foes during the latter empire's intermittent civil wars. Indeed, the some of the first Vlandians to come to Calradia's shores settled in the back alleys of this town, and no doubt sent word to their kinsmen of the riches to be had here should anyone invade in earnest.",
town_V9,Culture.vlandia,Faction.clan_vlandia_6,176.1519,545.7867,,{=Settlements.Settlement.name.town_V9}Rovalt,Jodhpur,179.501,548.785,"{=1SnAH5K8}Rovalatys, in the mountains of the Ebor peninsula, was never fully an imperial town. Nordic migrants, drawn to the region by rumors of riches to be made prospecting for silver or hunting for furs, long outnumbered Calradians even before the Vlandian invasion. The Vlandians too recognized its potential, and despite its harsh winters this land is among the more populous regions of the kingdom, with bountiful fields in the valleys of the mountains feeding the constant flow of settlers from the south drawn here by their hunger for wealth.",
castle_B1,Culture.battania,Faction.clan_battania_8,222.6241,429.5237,,{=Settlements.Settlement.name.castle_B1}Ab Comer Castle,Raigadh,223.762,431.444,,
castle_B2,Culture.battania,Faction.clan_battania_7,248.2829,435.3959,,{=Settlements.Settlement.name.castle_B2}Llanoc Hen Castle,Pratapgadh,249.177,434.045,,
castle_B3,Culture.battania,Faction.clan_battania_6,229.8996,518.6057,,{=Settlements.Settlement.name.castle_B3}Druimmor Castle,Torna,231.204,520.237,,
castle_B4,Culture.battania,Faction.clan_battania_3,276.4131,521.3125,,{=Settlements.Settlement.name.castle_B4}Pendraic Castle,Panhala,274.145,519.959,,
castle_B5,Culture.battania,Faction.clan_battania_1,313.89,448.3491,,{=Settlements.Settlement.name.castle_B5}Rhemtoil Castle,Shivneri,315.343,446.698,,
castle_B6,Culture.battania,Faction.clan_battania_4,325.5867,526.5848,,{=Settlements.Settlement.name.castle_B6}Flintolg Castle,Lohagad,324.518,525.065,,
castle_B7,Culture.battania,Faction.clan_battania_2,236.1057,477.6013,,{=Settlements.Settlement.name.castle_B7}Aster Castle,Vasai,235.129,478.09,,
castle_B8,Culture.battania,Faction.clan_battania_1,354.5785,496.8703,,{=Settlements.Settlement.name.castle_B8}Uthelaim Castle,Solapur,352.646,497.737,,
town_B1,Culture.battania,Faction.clan_battania_1,291.2007,442.7703,,{=Settlements.Settlement.name.town_B1}Marunath,Pune,291.2,442.757,"{=Jm2uZiwV}Marunath, the 'Horse of the Ford,' is nowhere near a river. But Battanian bards love nothing more than an incongruous place-name around which a legend can be woven. In this case the hero Ochlaigan, who was foretold to defeat the seven sons of Glanys in seven duels near seven fords, encountered the last of his enemies here. He slit his horse's throat and crossed over the stream of blood that gushed forth, defeating his last enemy and fulfiling the prophecy.",
town_B2,Culture.battania,Faction.clan_battania_2,266.2805,485.9921,,{=Settlements.Settlement.name.town_B2}Dunglanys,Kolhapur,266.398,483.399,"{=YERtiSUn}Dunglanys, the 'Rock of Glanys', stands on a high crag overlooking the Llyn Tywal, the pool of darkness at the heart of the Battanian lands. It was named after a ancient queen who, legend has it, married in succession five high kings of Battania, bestowing sovereignty upon them. It is the center of the rituals that underpin Battanian kingship, and though not every Battanian high king has ruled from here, all are eager to hold it.",
town_B3,Culture.battania,Faction.clan_battania_3,253.9173,513.6059,,{=Settlements.Settlement.name.town_B3}Car Banseth,Surat,255.387,515.614,"{=QD3oaaNK}Car Banseth sits high on the cliffs of Ailta Druin. Staring north on a clear day, across lands that were once Battanian but are now held by the Sturgians and Vlandians, one can see the waters of the Bay of Varcheg. It is said that those who keep faith will one day witness from this high point the ships of the vanished High King Mon, who shall return to deliver his people from their enemies. But today, one is far more likely to see the sails of Nordic adventurers and mercenaries, coming to assist the foreigners in their relentless push into Battanian land.",
town_B4,Culture.battania,Faction.clan_battania_4,327.1309,473.0402,,{=Settlements.Settlement.name.town_B4}Seonon,Satara,329.92,474.32,"{=X3MsaG39}Seonon, sad Seonon, has a history as dark as the waters of the Llyn Tywal. Here Algana the Fair stood atop the tower lamenting the death of her beloved Gorawan, until the spirits of the Otherworld were themselves overcome with sadness and allowed his shade to ascend through the pool for a day and a night to console her. In latter days this land has often been ravaged by Sturgian raiders, and not far from here lies the wood where King Aeril disappeared, clearing the way for the rise of Caladog.",
town_B5,Culture.battania,Faction.clan_battania_5,230.1822,448.8185,,{=Settlements.Settlement.name.town_B5}Pen Cannoc,Nashik,231.631,451.187,"{=4OAz8urz}Pen Cannoc sits on a promontory overlooking the Trand river as it plunges from the Uchalion plateau into the Vlandian lowlands. Legends speak of the water-nymphs who live in the dark pools under the rock, luring travellers and invaders to their deaths, except on those rare occasions when they fall in love with a hero and grant him victory and blessings. Certainly the fisherfolk of this region have learned respect for the perils of the upper Trand, where a small misstep on slippery stone can cast one off a precipice into the waters below.",
castle_K1,Culture.khuzait,Faction.clan_khuzait_3,706.3667,451.9997,,{=Settlements.Settlement.name.castle_K1}Usek Castle,Anandpur Sahib,704.358,451.659,,
castle_K2,Culture.khuzait,Faction.clan_khuzait_4,707.9659,371.5294,,{=Settlements.Settlement.name.castle_K2}Akiser Castle,Gobindgarh,709.885,371.244,,
castle_K3,Culture.khuzait,Faction.clan_khuzait_8,722.9106,410.3058,,{=Settlements.Settlement.name.castle_K3}Hakkun Castle,Attock,721.218,410.942,,
castle_K4,Culture.khuzait,Faction.clan_khuzait_1,710.8811,500.6931,,{=Settlements.Settlement.name.castle_K4}Tepes Castle,Bhatinda,710.073,498.92,,
castle_K5,Culture.khuzait,Faction.clan_khuzait_7,744.917,472.36,,{=Settlements.Settlement.name.castle_K5}Khimli Castle,Kapurthala,746.521,472.011,,
castle_K6,Culture.khuzait,Faction.clan_khuzait_6,693.9964,572.9048,,{=Settlements.Settlement.name.castle_K6}Dinar Castle,Kasur,695.454,573.924,,
castle_K7,Culture.khuzait,Faction.clan_khuzait_7,772.9034,377.9733,,{=Settlements.Settlement.name.castle_K7}Simira Castle,Phillaur,773.039,379.774,,
castle_K8,Culture.khuzait,Faction.clan_khuzait_9,711.4721,332.2444,,{=Settlements.Settlement.name.castle_K8}Erzenur Castle,Jamrud,712.864,333.277,,
castle_K9,Culture.khuzait,Faction.clan_khuzait_6,707.3231,546.0911,,{=Settlements.Settlement.name.castle_K9}Kaysar Castle,Jhelum,707.939,547.437,,
town_K1,Culture.khuzait,Faction.clan_khuzait_2,730.2615,536.8068,,{=Settlements.Settlement.name.town_K1}Baltakhand,Sirhind,732.504,536.542,"{=YNm9vaHw}Baltakhand, the Fortress of the Axe, was settled by the Iltanlar, mountain-dwelling cousins of the Khuzaits. Centuries ago their beys descended into the plains and created the fortress here that guards the portages of Iltan, the network of lakes and rivers that divides the Sturgian lands from the Khuzaits' realm. Bitter winters protected them from the reach of the Empire, but no blast of wind was cutting enough to stop the horsemen of Khan Urkhun, who 40 years ago forced this town to submit to the khanate.",
town_K2,Culture.khuzait,Faction.clan_khuzait_4,726.4065,370.1996,,{=Settlements.Settlement.name.town_K2}Akkalat,Jalandhar,726.701,372.704,"{=4UNOQQRa}The town that the Khuzaits know as Akkalat, the White Fortress, was built by the fearsome Padishah Hoshtar on one of his periodic attempts to conquer the Devseg. For decades the sacred flame that burned from the top of the citadel symbolized his suzerainty over the tribes here. But the Padishah's realm like the Empire is on the defensive and has retreated to the east. Today the Khan's horsetail banners fly in its place.",
town_K3,Culture.khuzait,Faction.clan_khuzait_1,683.6556,480.812,,{=Settlements.Settlement.name.town_K3}Makeb,Lahore,685.692,480.056,"{=bPDqyqkb}Makeb sits on the northern tip of Lake Tanaesis, Tanaz in the steppe tongue. Here, it guards the cataract over which the Karakaz river empties into the lake. This city has long been ruled by petty khans and shahs, who collect tolls from traders forced to haul their boats around the rapids. The last of those rulers was beheaded by Urkhun himself after he refused a demand of tribute, after which the ruling family of the Khuzaits seized this town for themselves.",
town_K4,Culture.khuzait,Faction.clan_khuzait_3,743.097,443.582,,{=Settlements.Settlement.name.town_K4}Ortongard,Multan,745.826,448.187,"{=Dxnj5JQE}Ortongard sits in the dry center of the Devseg plateau, which is dry for most of the year but offers rich grazing in the spring. Founded by Darshi-speaking merchants, it made its wealth buying horses, sheep and cattle from the surrounding herding villages and sending them west to the markets of the empire in huge drives, accompanied by guards to ward off raiders from the steppes. Neither its walls nor its mercenary armies could withstand the coming of Khan Urkhun, however, who it granted to the Khergit clan in recognition of their valor.",
town_K5,Culture.khuzait,Faction.clan_khuzait_1,684.8689,419.071,,{=Settlements.Settlement.name.town_K5}Chaikand,Amritsar,684.811,421.592,"{=SUnaVliN}Chaikand sits by the reed-marshes on the edge of Lake Tanaesis. In the years when the east was an imperial protectorate, boats laden with hides, wool and salt shuttled across the lake's placid waters, returning with imperial silks and silver. With the coming of the Khuzaits and the subsequent wars the water-trade stopped, but Chaikand remains a major trade entrepot and military base, the fief of the ruling Urkhunait clan. From the pavilions of his palace, the khan can look out across the lake and see the hazy outline of hills that he may one day graze his horses upon.",
town_K6,Culture.khuzait,Faction.clan_khuzait_5,750.5866,335.7404,,{=Settlements.Settlement.name.town_K6}Odokh,Sialkot,752.864,336.823,"{=ygJkPxyc}The town of Odokh sits at the foot of Kohi Rohini, the mountains of the dawn. Among the most remote of the towns of the Devseg, it is reputed to have been the abode of King Ahhak, a mythical tyrant from whose shoulders flowed serpents. Even today the Kohi Rohini has a reputation for black magic and mystery that helps keep outsiders at bay. The city fell during the Khuzait conquest to the Harfit clan, who have intermarried with the mountain peoples, and who honor their customs, participate in their rituals, and keep their secrets.",
